snapshot,2035,2040,2045
2019-12-22 03:00:00,105.059393487713,87.7077187490639,80.2920213330113
2019-12-22 04:00:00,105.71885360740379,87.92940542783131,80.6701222860476
2019-12-22 05:00:00,106.37831372709459,88.15109210659872,81.04822323908391
2019-12-22 06:00:00,107.03777384678538,88.37277878536614,81.4263241921202
2019-12-22 07:00:00,107.25025934660515,88.47060003258783,81.70255352396683
2019-12-22 08:00:00,107.46274484642491,88.56842127980951,81.97878285581345
2019-12-22 09:00:00,107.67523034624467,88.6662425270312,82.25501218766007
2019-12-22 10:00:00,108.06115523431366,88.97016213142325,82.43743594220189
2019-12-22 11:00:00,108.44708012238266,89.27408173581529,82.6198596967437
2019-12-22 12:00:00,108.83300501045164,89.57800134020734,82.80228345128552
2019-12-22 13:00:00,108.46917566493019,89.78033527839857,82.71550788132745
2019-12-22 14:00:00,108.10534631940874,89.98266921658981,82.62873231136938
2019-12-22 15:00:00,107.74151697388729,90.18500315478104,82.54195674141131
2019-12-22 16:00:00,107.46505684846333,89.81639153985427,82.70046584045795
2019-12-22 17:00:00,107.18859672303937,89.44777992492749,82.8589749395046
2019-12-22 18:00:00,106.91213659761542,89.07916831000071,83.01748403855125
2019-12-22 19:00:00,106.3561400733701,88.84817064503586,82.80289172317441
2019-12-22 20:00:00,105.8001435491248,88.617172980071,82.58829940779758
2019-12-22 21:00:00,105.24414702487948,88.38617531510616,82.37370709242074
2019-12-22 22:00:00,104.24083357842237,87.92242977408702,81.77323948471799
2019-12-22 23:00:00,103.23752013196524,87.4586842330679,81.17277187701525
2019-12-23 00:00:00,102.23420668550813,86.99493869204876,80.5723042693125
2019-12-23 01:00:00,102.02968382779407,86.90428658333688,80.42298809838171
2019-12-23 02:00:00,101.82516097008003,86.81363447462499,80.27367192745093
2019-12-23 03:00:00,101.62063811236598,86.72298236591311,80.12435575652015
2019-12-23 04:00:00,101.82541310762953,86.86068584196153,79.9344331005556
2019-12-23 05:00:00,102.03018810289309,86.99838931800996,79.74451044459103
2019-12-23 06:00:00,102.23496309815664,87.13609279405837,79.55458778862648
2019-12-23 07:00:00,97.55712302678035,85.29100925285722,77.87297116529214
2019-12-23 08:00:00,92.87928295540405,83.44592571165607,76.1913545419578
2019-12-23 09:00:00,88.20144288402776,81.60084217045492,74.50973791862347
2019-12-23 10:00:00,88.18085601349213,81.60768838658673,74.43261288671454
2019-12-23 11:00:00,88.16026914295651,81.61453460271852,74.35548785480562
2019-12-23 12:00:00,88.13968227242088,81.62138081885033,74.27836282289668
2019-12-23 13:00:00,88.43661982691732,81.74672259095932,74.45389854796547
2019-12-23 14:00:00,88.73355738141376,81.87206436306832,74.62943427303424
2019-12-23 15:00:00,89.0304949359102,81.99740613517731,74.80496999810302
2019-12-23 16:00:00,88.97917083613851,81.92938144389429,74.75416219986609
2019-12-23 17:00:00,88.9278467363668,81.86135675261124,74.70335440162914
2019-12-23 18:00:00,88.87652263659511,81.79333206132821,74.65254660339221
2019-12-23 19:00:00,88.79985307804762,81.75302301496002,74.58133567384134
2019-12-23 20:00:00,88.72318351950014,81.71271396859183,74.51012474429048
2019-12-23 21:00:00,88.64651396095265,81.67240492222363,74.4389138147396
2019-12-23 22:00:00,88.47178909907466,81.66309317410777,74.3972881359983
2019-12-23 23:00:00,88.29706423719668,81.65378142599191,74.355662457257
2019-12-24 00:00:00,88.12233937531869,81.64446967787605,74.31403677851569
2019-12-24 01:00:00,88.15133878408456,81.57202727628662,74.27711016703134
2019-12-24 02:00:00,88.18033819285044,81.49958487469719,74.24018355554698
2019-12-24 03:00:00,88.20933760161631,81.42714247310776,74.20325694406263
2019-12-24 04:00:00,88.66765463174916,81.67686389235563,74.58716172666064
2019-12-24 05:00:00,89.125971661882,81.92658531160347,74.97106650925866
2019-12-24 06:00:00,89.58428869201485,82.17630673085134,75.35497129185667
2019-12-24 07:00:00,90.19537517489792,82.76268620060965,75.64857526386493
2019-12-24 08:00:00,90.80646165778097,83.34906567036795,75.94217923587317
2019-12-24 09:00:00,91.41754814066404,83.93544514012626,76.23578320788143
2019-12-24 10:00:00,101.47595529341132,85.1330463775259,77.55775810954667
2019-12-24 11:00:00,111.53436244615858,86.33064761492554,78.8797330112119
